Date,Forecast,Lower_CI,Upper_CI
2025-10-01,29.38852354754751,25.41089300806174,33.36615408703328
2026-01-01,29.12595969430065,22.101174622251236,36.150744766350066
2026-04-01,29.235644967510925,20.59396920013585,37.877320734886
2026-07-01,29.18982426900106,19.02648113673616,39.353167401265964
